2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
2015-02-12 13:00:04.108, 0, u: 
